Date,Open,High,Low,Close,Adj Close,Volume
2020-05-26,239.770004,240.899994,231.669998,232.199997,232.199997,33178300
2020-05-27,229.070007,230.559998,221.130005,229.139999,229.139999,34697600
2020-05-28,224.300003,231.630005,224.000000,225.460007,225.460007,29377200
2020-05-29,225.199997,227.490005,222.880005,225.089996,225.089996,23322500
2020-06-01,224.589996,232.440002,223.500000,231.910004,231.910004,18223800
2020-06-02,230.940002,233.000000,226.559998,232.720001,232.720001,20919000
2020-06-03,232.110001,232.649994,228.529999,230.160004,230.160004,15380300
2020-06-04,229.559998,231.630005,224.610001,226.289993,226.289993,17041500
2020-06-05,226.710007,231.350006,225.309998,230.770004,230.770004,16750400
2020-06-08,229.029999,231.550003,227.410004,231.399994,231.399994,15466500
2020-06-09,231.520004,239.770004,230.410004,238.669998,238.669998,27462900
2020-06-10,240.960007,241.210007,235.279999,236.729996,236.729996,20720700
2020-06-11,229.940002,232.889999,223.550003,224.429993,224.429993,26708200
2020-06-12,229.899994,231.660004,224.500000,228.580002,228.580002,22071700
2020-06-15,225.089996,233.770004,224.800003,232.500000,232.500000,15340300
2020-06-16,237.139999,238.460007,233.000000,235.649994,235.649994,15236700
2020-06-17,235.000000,237.589996,231.729996,235.529999,235.529999,19552800
2020-06-18,234.990005,236.139999,232.149994,235.940002,235.940002,15782500
2020-06-19,237.789993,240.830002,235.550003,238.789993,238.789993,30081300
2020-06-22,238.559998,240.699997,236.910004,239.220001,239.220001,18917800
2020-06-23,241.279999,245.190002,239.860001,242.240005,242.240005,24017900
2020-06-24,241.199997,243.220001,232.679993,234.020004,234.020004,20834900
2020-06-25,234.619995,237.300003,232.740005,235.679993,235.679993,18704300
2020-06-26,232.639999,233.089996,215.399994,216.080002,216.080002,76343900
2020-06-29,209.750000,220.750000,207.110001,220.639999,220.639999,58514300
2020-06-30,220.589996,227.500000,218.470001,227.070007,227.070007,33927100
2020-07-01,228.500000,239.000000,227.559998,237.550003,237.550003,43399700
2020-07-02,239.000000,240.000000,232.610001,233.419998,233.419998,30633600
2020-07-06,233.759995,240.399994,232.270004,240.279999,240.279999,26206200
2020-07-07,239.410004,247.649994,238.820007,240.860001,240.860001,27887800
2020-07-08,238.110001,246.990005,236.589996,243.580002,243.580002,29791300
2020-07-09,245.000000,246.529999,239.240005,244.500000,244.500000,22174900
2020-07-10,243.690002,245.490005,239.320007,245.070007,245.070007,22982700
2020-07-13,247.009995,250.149994,238.419998,239.000000,239.000000,24674900
2020-07-14,236.759995,240.330002,232.029999,239.729996,239.729996,23378100
2020-07-15,241.550003,244.820007,238.050003,240.279999,240.279999,19133600
2020-07-16,238.000000,241.759995,236.330002,240.929993,240.929993,18880700
2020-07-17,241.000000,244.160004,237.860001,242.029999,242.029999,18152400
2020-07-20,240.059998,246.050003,235.639999,245.419998,245.419998,20872200
2020-07-21,246.220001,246.910004,240.080002,241.750000,241.750000,19409700
2020-07-22,240.259995,241.899994,238.119995,239.869995,239.869995,15427900
2020-07-23,239.630005,242.419998,231.750000,232.600006,232.600006,21771800
2020-07-24,230.190002,233.490005,226.899994,230.710007,230.710007,18325800
2020-07-27,231.460007,234.949997,230.830002,233.500000,233.500000,13163100
2020-07-28,234.630005,234.960007,229.830002,230.119995,230.119995,14170100
2020-07-29,231.139999,233.699997,230.309998,233.289993,233.289993,13588300
2020-07-30,230.220001,234.889999,229.000000,234.500000,234.500000,20615300
2020-07-31,255.820007,255.850006,249.000000,253.669998,253.669998,53030000
2020-08-03,252.649994,255.399994,250.330002,251.960007,251.960007,23124900
2020-08-04,251.559998,252.800003,247.429993,249.830002,249.830002,17183500
2020-08-05,250.190002,252.270004,247.770004,249.119995,249.119995,13088400
2020-08-06,249.039993,266.600006,248.669998,265.279999,265.279999,45241600
2020-08-07,264.079987,278.890015,263.429993,268.440002,268.440002,72735500
2020-08-10,268.040009,273.859985,259.690002,263.000000,263.000000,30248800
2020-08-11,260.190002,265.920013,255.130005,256.130005,256.130005,28238300
2020-08-12,258.970001,263.899994,258.109985,259.890015,259.890015,21428300
2020-08-13,261.549988,265.160004,259.570007,261.299988,261.299988,17374000
2020-08-14,262.309998,262.649994,258.679993,261.239990,261.239990,14792700
2020-08-17,262.500000,264.100006,259.399994,261.160004,261.160004,13351100
2020-08-18,260.950012,265.149994,259.260010,262.339996,262.339996,18690400
2020-08-19,261.390015,267.910004,261.350006,262.589996,262.589996,23291500
2020-08-20,261.500000,269.630005,261.459991,269.010010,269.010010,20299700
2020-08-21,268.690002,270.489990,266.420013,267.010010,267.010010,15538600
2020-08-24,271.070007,277.250000,268.769989,271.390015,271.390015,23685600
2020-08-25,272.410004,283.089996,270.260010,280.820007,280.820007,42127200
2020-08-26,284.000000,304.670013,284.000000,303.910004,303.910004,69015200
2020-08-27,300.160004,301.230011,292.019989,293.220001,293.220001,30301300
2020-08-28,295.000000,297.230011,290.980011,293.660004,293.660004,17172400
2020-08-31,293.950012,296.880005,291.549988,293.200012,293.200012,17345100
2020-09-01,294.709991,301.489990,292.709991,295.440002,295.440002,17320900
